reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2CP4MRR7T2YU3,B009MAXUII,Rafael T.,"[0, 0]",No Oil required. Perfect eggs everytime I use it. I've been using pan for more then 3 months now and I still get amazing eggs everytime I use it. great investment for the guys who can't cook those perfect eggs.,5.0,Works Perfect,1394150400,"03 7, 2014"
AT83JRWFBOW48,B004WULC56,"Kevin Rawlings ""cooking fanatic""","[0, 0]","I already had a T-Fal set of hard anodized nonstick pans that I love, so I added one more with this one.  This is my &#34;eggs only, no utensils allowed&#34; pan.  If you cannot cook an egg without using any utensils, then don't try to use my pans!  Go home and use your own!!  This pan works perfectly.  If you just let the eggs set up until you can swirl the pan a little bit to get them to release, you can then flip them and get the perfect over easy egg!",5.0,Perfect pan,1395446400,"03 22, 2014"
A35LPU3MPT2N1H,B003KYSLMW,"Charmaine S. Krystal ""Charmaine""","[1, 1]","Works as it's supposed to.  I made up a recipe for a vegan, dark chocolate maple walnut ice ""cream"", it was great.  I like to portion the ice cream out in ramekins (which I kept in the freezer to chill first) for single servings.  It's easy to get carried away with eating too much of it.",5.0,Yum,1312416000,"08 4, 2011"
A3OTEWE0XQTB5M,B004412GTO,Rocket Man,"[0, 0]","Our old cordless hand vac wore out so we needed a new one. This unit is powerful, compact, easy to use, and all the attachments are built in.",5.0,Powerful and light,1375574400,"08 4, 2013"
A3VT0BJTKYSSTX,B0017020K0,ruthm,"[1, 1]","I am very pleased with these pillow protectors.  They not only fit well, but they have a pleasant feel to them.  They feel like a high quality product that is soft and doesn't make any noise when rolling around on your pillow, which is very important to my son!  And they're at a great, competitive price.  I will definitely continue to use and purchase these in the future, and highly recommend!",5.0,great pillow protectors,1377129600,"08 22, 2013"
A8AIHHQ300K0Q,B0006B465S,rmepants,"[0, 0]","I sure wish I had measured first to make sure I was ordering the right size, but I didn't.  That's not their fault, of course.  The quality seems good for the price - seems better than what I got at walmart - so I'll be ordering another in the right size, although as I recall, they didn't have the size I *really* needed.",5.0,nice,1373760000,"07 14, 2013"
AQXV350Y0LUFG,B00004S1BU,Maximzodal,"[1, 1]",Never used a shield before and suffered too brown crusts. Using a shield is just so obvious now that I've used it!  But I need one in a larger diameter.,5.0,No more burned crust,1377302400,"08 24, 2013"
A3HRS3JR1C8ZLR,B00J051BCM,Nancy J.,"[2, 2]",I like this cutter.  It's got a large wheel and is very sharp.  I own other pizza cutters but this by far the best.,5.0,Great Pizza cutter.,1401753600,"06 3, 2014"
A3GH5XMSPELEW0,B000COC5MK,Melissa B.,"[0, 0]","Overall, the unit feels cheap but It works great. I'm used to heavy duty appliances but I'm sure it's just fine. Just put the opener on top of the cork on your wine bottle, push the bottom part of the button and when it stops making a sound, the cork is out. Toremove the cork from the unitt, just push the top part of the button and the cork with come out.  It took my husband a few tries but then again, men don't listen to instructions.",5.0,Easy to Use,1378252800,"09 4, 2013"
A1LRIINXM4XINZ,B0014HFVNE,hoseycow,"[0, 0]",Just what the coffee drinking savvy environmentalist wants in a world that requires recycled products. This baby consists of post-consumerr content and is fully recyclable.,5.0,Recycled post recycled mug,1373414400,"07 10, 2013"
A15R00LN8L815Z,B0093JW4YE,"mickey71 ""mickey71""","[0, 0]","I've been loving using my new cookware. Everything cooks so evenly, and nothing (from rice to eggs) sticks! Cleanup is a breeze. No gunk, just clean pans. Be aware: the cookie sheet is tiny, so pay attention to the dimensions.",5.0,Love this set!,1355702400,"12 17, 2012"
A2LJZ7Y6218B1U,B00ESHMQ8K,"Laura D. ""Laura D.""","[0, 0]",This was a gift for my daughter and she LOVES it!!!  The picture changes when there is a hot beverage in the mug.  Very cool.,5.0,Great product!!!,1364169600,"03 25, 2013"
A2BAUWMXPDZDX0,B00462AQFW,LauraShad,"[7, 9]","I ordered this bedding set to fulfill a promise I made to my two year old son.  I told him that, when he moved into a big boy bed, he would get a big boy room makeover. This is part of his room makeover!  The set arrived neatly packaged and was exactly as I expected!  The fabrics are soft and the quality is very nice!  My son loved it so much that he stayed up ALL NIGHT pointing out the wonderful items on the set--dump trucks, cement trucks, tractors, cars, police cars, airplanes, signs, etc. I highly recommend this set for your little transportation enthuisist!",5.0,A total hit!,1340755200,"06 27, 2012"
A2OGQH9KQJOX4,B0000DHYZN,Judy Z.,"[0, 0]",I can't wait until next Christmas to use this beautiful excellent quality tablecloth!  Actually &#34;exquisite&#34; is a better word to describe the elegant look of this tablecloth!,5.0,Beautiful tablecloth!,1389830400,"01 16, 2014"
A32GLSH2IC98Q3,B005K8N09K,"Stela Pen ""Stela""","[1, 2]",It's a good quality scoop for the price. I was really surprised.Very simple design but functionalI had paid about $2-3 at the time (and at amazon) so for this price it worth.,5.0,excellent for the price,1356307200,"12 24, 2012"
A3CZISYQS0SC6J,B005D6G3XY,Charles F. Richerson,"[0, 0]",This timer seems to be a good one.  I like it better than my old one that you twisted the hand around and it ticked back down.  It is easy to figure out how to work without ever looking at the instructions.  I hope it lasts.Charles,5.0,Seems to be a nice timer,1370044800,"06 1, 2013"
A3NNYCL4ZAH03D,B0000DDTYI,"B. WILLIAMS ""B WILLIAMS LOOKING FOR LIGHT""","[0, 0]",. . . for everyday use.  We bought a set from Amazon.com a couple of weeks ago and liked them so much that we bought an additional set.  Fit any table setting nicely. We like the feel of them.  They have been through the dishwasher a few times already and look like new.  We can recommend these highly!!!,5.0,Very Nice . . .,1360281600,"02 8, 2013"
A26DG05WFGH2V0,B00004OCK0,Gary Parlato,"[0, 1]",OXO are the best tongs available. I have other brands and they don't last long. They either burn up from the heat or their locking mechanisms fail. You won't be disappointed with these tongs,5.0,perfect,1379980800,"09 24, 2013"
A1X1CEGHTHMBL1,B001078UCC,jjceo,"[1, 1]","This is the handiest appliance for cooking breakfast you can have!  Its large 20 inch long cooking surface lets you handle the big crowd.  It is ideal for frying ham, sausage or bacon and the grease trap works just like it is supposed to.  Fried eggs are up next and to top off its breakfast function it makes the best pancakes you can cook.It heats evenly and maintains the proper cooking temperature with an easy to set master heat control.  The cooking surface is non-stick and it is easy to clean up.  The drip tray slides out for easy cleaning and it helps keep the cooking surface from holding too much grease.Our grandsons love bacon and pancakes in the morning and the large size is ideal for big appetites and feeding lots of people.  I keep pushing breakfast but this is an all-round cooking wonder and it is great for hamburgers, grilled cheese sandwiches or just rewarming up food.  Breakfast, lunch or dinner is a breeze with this large 1500 watt cooking surface.It is a great kitchen appliance and you will like it.  We use ours multiple times a week.",5.0,Breakfast anyone?,1324684800,"12 24, 2011"
A31RK6E8NXM452,B00062AZN4,"C. J. ""C. J.""","[2, 2]","This will be one of my go-to spatulas, not too large, like a spoon, but a very effective spatula, great for sauces.Simply love it! Already ordered 2 more!",5.0,Really nice!,1310947200,"07 18, 2011"
A1U8Y5R176RAAL,B0000X7CMQ,R.D. Noller,"[1, 2]","March 2009 Update -- Now I've been using this coffee maker for approx. 2 1/2 years and it still makes great coffee. Sure, using it daily, it's beginning to show a little wear, but not much. I've gone to using a #4 gold plated permanent coffee filter (which fits fine) instead of paper ones. The main reason is better taste, not the so-called #3 issue (see below). I'm thinking seriously about buying another one to keep in the box for when the day comes that this one finally craps out -- It;s THAT good!. Bottom line - Buy this coffee pot!  The following is the  review I left over a year ago:  I've had this coffee maker for a year now and recommend it without hesitation. I'm ""picky"" about coffee pots, and haven't been happy with any I've had for 3 or 4 years. I researched coffee makers for about three months before buying the Zojirushi and I'm extremely happy!  Two things I've seen comments on: The lid on the carafe can sometimes be difficult to loosen. Two solutions: dont' tighten so tight (duh!), or grab a dish towel to give more grip. It really hasn't been an issue for me. The other thing is the so-called #3 coffee filters. (I've never seen a #3 in my life.) #2 filters will work, but may let your coffee grounds wash over & into the coffee. #4 filters stick up a little too high. My solution is really simple - simply use scissors and trim off about a half-inch across the top of the filter. No need to measure - if it's close, it works fine.  This thing brews the best-tasting coffee I've ever made at home. You can spend a lot more money on other coffee makers, but this one is the best!",5.0,[Update] Best Coffee Maker I've Ever Owned,1190419200,"09 22, 2007"
A1TGJEYUYTW1WT,B000HK2DNA,sammi johnson,"[0, 0]",I normally find big rollers too big and I hate dragging them out of the drawer.  This one is the perfect size. Great for rolling out pizza dough.,5.0,Perfect size,1379116800,"09 14, 2013"
A2AZS4JQOFPLK7,B00006JSUA,Nothing,"[0, 0]",Sometime you just need a pan for small task to get the job done. This pan skillet is good for single fast frying dishes (no deep frying) and for preparation such as saut&eacute; for main courses.  It will take a little time before this small Pre-Season Skillet can use normally. It needed to age and will require more seasoning before it can be used comfortably without any concern of rusting. For now it needs to be cleaned and dried after each usage to avoid possible rusting.,5.0,Great for personal dishes and snacks,1305676800,"05 18, 2011"
A2TDWDE3ZSSCA1,B006C9TPKO,"Arwen ""AKA Arwen""","[0, 1]","This little coffee press seemed too small to me at first, but it is perfect for 2-3 mugs of coffee. The device itself seems well made with a glass carafe and a scoop included.I've never actually enjoyed French Press coffee so I wasn't sure what all the fuss was about. Now I know. Smooth! Boiling the water on the stove was the most difficult since I had to wait.I appreciated the plastic around the glass since that gets a wee bit warm with boiling water added.All in all, this is a very usable device and my son will be getting one for his new place.",5.0,Perfect size,1354320000,"12 1, 2012"
A7EU3UEWA7VS9,B003U738ZE,William A. Randall,"[0, 0]","Wow. I've been wanting one of these after the Glad crappy plastic one suddenly became unavailable. This works like a charm. No learning curve either. I &#34;pack&#34; fresh food (like sausage that I've opened and want to store longer) as well as frozen stuff. I can't find anything negative to say, so just BUY THE THING.",5.0,What's Not to Love?,1404864000,"07 9, 2014"
A2LGWRWA39NJFA,B00004RIZ7,Sandra Frazier,"[0, 0]",My family is avid hot tea drinkers. We buy lose leaf tea and this works really well. It is high quality and is easy to clean.,5.0,Tea Ball,1402358400,"06 10, 2014"
A2150LHDG89Z3M,B0000CEOOA,Elena,"[3, 3]","I got a bunch to use as a cat dish! Plastic dishes can give cats chin-acne (weird), so stainless steel and ceramic is best. These fit wonderfully in my dishwasher, unlike most cat dishes (and people-bowls, too), so I can fit more in a load. They are definitely not fragile, and the colors are awesome!This might be a weird use for bowls like this, but they really are the perfect size for cat food. They fit a 3oz can of cat food very well, with some extra room for the cat to push stuff around. They are also not very deep, making it easier for the cat to eat from it.For people-uses - awesome small sturdy-feeling bowl. Would probably be great for dips, ice cream, apple-sauce-type-stuff, condiments, etc.",5.0,Awesome as a cat dish,1297468800,"02 12, 2011"
A3NTE6U617M3RH,B001PB8EJ2,"Salome ""Salome""","[0, 0]","We put in wood floors as we have pets and carpet was very old. We needed some thing other than a regular vacuum to pick up fur, dirt, crumbs, etc.  This vacuum is a little powerhouse and very light plus it's convenient as there is no cord to drag around. The battery charges in about 2-3 hours, then you take it out of the charger, drop it in the slot on the vacuum and go. The suction is super and picks up everything on the wood floor, throw rugs and even the carpet which we have not yet replaced in the bedroom. I vac about every 2 days, it's unbelievable the amount of dust & fur it picks up (we have a Great Pyr & Maine Coon) - I have to empty the cup 2 maybe 3 times. It's true that even when the battery is winding down on power that the unit still has great suction.  You have two pick up options...with or without beater bar running.  Highly recommended.",5.0,Holy Cow...Love this little powerhouse!,1394064000,"03 6, 2014"
A2FPX71QHB5PXD,B0078P9D8K,medic6566,"[0, 0]","I have an 8&#34; Crusinart skillet that I love so I decided to get a 12&#34; skillet to go with it.  The 12&#34; is the best. I cook all the time and I love well built cookware and this skillet is all that and much more... and, it comes with a cover which makes it all the better.  I haven't had it long so I can not comment yet on how long it will hold up but if it is like my other Crusinart cookware it will last a long, long time.",5.0,Really great skillet,1384473600,"11 15, 2013"
A3RL90G39VP7DD,B005HU156G,"Jessica R. Richards ""Miss Jess""","[0, 0]",One of my good friends collects roosters & I bought this for her for her housewarming party. It was a big hit. The glass is very heavy & good quality & the colors of the rooster are really bright! It was the hit gift of the housewarming. Recommend this item for anyone who collects roosters or cool bottle stoppers! And it comes in a really nice black decorative box!,5.0,Beautiful colors & quality,1342742400,"07 20, 2012"
A2W9B725TZBXOX,B000I21K18,"Mrs.58 ""GimmeDaOldDaze""","[1, 1]","This deceptively small pot makes 2 full 8oz mugs of tea. You can remove the basket if you are using tea bags but the tea basket is very well made and is not flimsy. I usually open my tea bags into the tea basket and let the tea steep, wrapping the pot in a large dishtowel so that it remains hot when ready to drink. Great tea pot.",5.0,Great little pot!,1369526400,"05 26, 2013"
A36JH7RJSPHR8A,B000BQU5US,Gary Standke,"[0, 0]",Replaced our last one after about 20 years. The new one works just a well. The top snaps on and stays there which makes it great for ice chest storage for camping,5.0,solid and seals well,1376006400,"08 9, 2013"
A22YY3Z1CCK5G6,B002H9X6TY,merriam,"[0, 0]","My first curtain in this material and love how it doesn't have that vinyl stiffness--or smell. Our bath has beige tile, our towels are various shades of blue, and this curtain is very complementary. However, on my monitor the colors look bluer; in person they're really blue-green. Regardless, adds a little vibrancy and style without being flashy. Couldn't be happier.",5.0,attractive and economical,1340841600,"06 28, 2012"
A3SYE6NEO8VSU0,B007JN6MQC,Stars,"[3, 4]","This lightweight (less than 11 lbs) vacuum will never lose suction due to its 9 amp. motor, and its compact size allows you to access narrow spaces most other vacuums will not.  Its 16.5"" cord is retractable, and its HEPA filter will remove 99% of allergens and dust.  This unit works great on both hard and carpeted floors.  Its long hose and telescoping wand allows you to easily vacuum drapes, curtains and blinds.  The filters are easily accessible and dumping the cartridge is very easy.  I have used many brands and models of vacuums over the years and found that this Eureka incorporates the best features of each.  Stores easily as well.",5.0,"""Lightweight Canister Vaccum""",1367366400,"05 1, 2013"
A2FWDBKX76ILA7,B008MWJWH0,Amy L. Burr,"[0, 0]","This is a good bedskirt/dust ruffle; so far it has been strong and not ripped like so many in the past have; time will tell how it holds up. Otherwise, it looks great, fits correctly, and the color shade did not disappoint.",5.0,Nice bed skirt,1399939200,"05 13, 2014"
A1QHBUU7UTE8S4,B002UNMZPI,LJ,"[0, 0]",I use this pan to make a loaf of sandwich bread. Works perfectly. Bread cooks evenly and is removed from pan with ease.,5.0,Bread Pan,1404172800,"07 1, 2014"
A2Z89ATR41KV59,B0001LO5FO,Firecracker,"[1, 1]","Non-stick surface, excellent.  Heats up quickly with medium heat.  Cleans up very fast and easily.  A great value!",5.0,Top rate,1179705600,"05 21, 2007"
A3EPHBMU07LZ50,B00HEZ8A6K,Mysterious Reviewer,"[1, 1]","Sorry but I could not resist the play-on-words! Seriously the OXO Good Grips Complete Grate and Slicer Set is an easy-to-use grater that offers several different grater or slicing inserts. You place the insert inside a plastic container and then snap it into place. You then use the included guard to slice or grate your foodstuff.Tonight I used the grating inserts to make Herter's Potato Pancakes. The recipe uses grated potatoes, crushed saltine crackers, eggs and seasonings. The fine grater insert was a bit too fine for the pancakes so I switched to the larger grater insert. One thing I discovered was the guard was a bit wobbly when grating a large piece of raw potato. I carefully grated the potatoes until most of the potato was grated. I then used the guard which worked well when grating smaller portions of potato. You could get around this problem by quarter and grating the potato I guess, but I took a pass on this method.Overall, if you do not have a food processor I would recommend using the OXO Good Grips Complete Grate and Slicer Set. The grater does include various slice or grating disks that can be neatly stored inside a plastic container. Another nifty feature is the 1 or 2 cup markings showing the amount of ingredients you have grated.Note:  I have uploaded two photos showing the Oxo grater and a batch of potato pancakes made using the grater.Recommend.",5.0,Great grater!,1396224000,"03 31, 2014"
A27S75WSXVHH12,B000S13G7A,Suze,"[0, 0]",This works so well along with the other 4 ISI silicone utensils I purchased through Amazon. Much better than a generic type of silicone utensil I purchased in the past. I got these to use with my amazing Woll Diamond Plus cookware set (also purchased through Amazon) and it works very well.,5.0,Sturdy and well made,1353715200,"11 24, 2012"
A4C4K9K9VWHXI,B000RL1WNQ,M. Weir,"[0, 0]",.I use this fan in the bedroom to move the air about. I really helps to keep my room cooler and I like the air movement that I can feel - I sleep better.,5.0,Good Quiet Fan,1371081600,"06 13, 2013"
A3QUBYCTOFZLS2,B007JT27BK,"Brisa Knopf ""B. Knopf""","[0, 0]","Bought 2, I use it for Hibiclens cleaner, it's best as a foam. This works great and is so attractive/",5.0,Beautiful and works,1392076800,"02 11, 2014"
A30411QNHGSW5Y,B0043E32C2,Muffin,"[0, 0]","This bag is great!  Holds so much stuff and I think it's rather fashionable. I did remove the Velcro closure, but other than that, it's one of the best lunch totes I've purchased.",5.0,Awesome and looks good,1392163200,"02 12, 2014"
A379MRO7U56JIH,B008IS1802,RLT,"[1, 1]","Even with tax, these 12 fabulous bottles were merely 87 cents apiece, delivered.  What a bargain, when you consider a metal dish detergent dispenser costs 10 to 20 times that, and on top of that insult,  they leak and corrode, the pumps fail and they are hard to keep clean.  Anyway, go for this product if you want a leak proof top, handy tilt-valve no-leak nozzle, and simplicity itself with one moving part, and they are totally resistant to decay , and are easy as pie to clean. Also great for general fluid storage, and likely good for travel, as well, although we have not put them to that test.",5.0,Use as dish detergent dispenser and save yourself $$$,1400716800,"05 22, 2014"
AYJZU1AWLP57F,B00006JSUA,J. Paterson,"[3, 3]","Great pan, preseasoned, hold heat well. I've also been ccoking steaks in the pan in the oven at high heat instead of my broiler and steaks come out great. Cleans up easy. Very heavy as it should be. Worth its weight in iron!",5.0,Worth its weight in Iron,1179705600,"05 21, 2007"
A2Q1Q8FWSLFIF6,B007ACTN54,J. park,"[0, 0]","it works great, and makes a really nice ice balls. The only downside is that I keep wanting to use it, I end up drinking more. :P",5.0,FUN.,1389571200,"01 13, 2014"
A3JGOTHLSJF1RD,B000HC7JEG,Amazonaholik,"[0, 0]","Simple product, yet makes steaming veggies quick and easy. It's also dishwasher safe. I use this handy little thing weekly.",5.0,Great little steamer,1393459200,"02 27, 2014"
A1A0V9BERGTKR9,B003B3ZLCA,4sT1zZ9,"[2, 6]","So far no complaints, i have had this fridge for a little over three weeks now. I have never owned a mini fridge with 2 doors so its amazing. The freezer is big enough for my tv dinners and normal sized ice trays. The mini fridge i owned before this lasted a very long time so i hope the same for this one.",5.0,love the double door!,1366502400,"04 21, 2013"
ANTADFC1KKVAG,B009YMEZEC,bkburton,"[0, 0]","We have a coffee shop/bakery and find these pastry bags to be excellent. They are thick, and the length we use (21&#34;) is ample volume for buttercreams to frost larger cakes.  Exceptional value and makes our cake/cupcake decorating so much easier!",5.0,Awesome Pastry Bags!!!,1401062400,"05 26, 2014"
A383Z4DSFGMII1,B000VSGLZO,Amber,"[0, 0]","The perfect tool crock, large and roomy. Well made!! Gives the high priced(paying for the name) a run for the money. BEAUTIFUL ! Would definitely recommend .",5.0,Great Tool Crock!!,1396915200,"04 8, 2014"
A2ZUMZANEVTAI3,B000067DY4,fussy cat-mom,"[0, 0]","Just the right size for whole chicken, 4-lb chunk of meat.  Prefer ceramic cookers to the oblong metallic models.  Good size for a household of 1-3 people.",5.0,The Household Classic,1377043200,"08 21, 2013"
A2MUOH68CNKX5C,B0000CCY1C,Sci,"[0, 0]",This works well in making cookies. It handles thick batter well. I like this design because it's more sturdy than other designs.,5.0,It works,1401408000,"05 30, 2014"
A1P297U2LS0JHR,B0027Y0E1W,des,"[0, 0]",Peeling vegetables used to be the bane of my existence. I hated how it took forever and I was constantly picking stuck bits out from the blade. This peeler is seriously so amazing. It makes peeling veggies so much quicker and easier- almost enjoyable. Almost.,5.0,The best peeler I have ever owned,1392508800,"02 16, 2014"
A32U35YH68H803,B00006IUWA,J. Johnson,"[2, 3]","This thing works well.  Looks, works, feels like my parents old air popper from the 80's.  Only thing that could improve it is if it were quieter and had an on/off button.  But it is no louder than any other air popper I've used.  Pops well.",5.0,Works like it should,1325376000,"01 1, 2012"
A2AKF8B78147O1,B0000CFMZN,dayoung lee,"[0, 1]",it has two way measurement for liquid and powdery substance.I liked it for my baking!!!!!! it is made of glass,5.0,good for measuring liquid and powder,1400803200,"05 23, 2014"
A2MJU4OW0NAUOU,B003A09ARG,Tweety,"[0, 0]",This product is great and convenience with the cord.  Save me time with the hassle of wrapping it around the toaster.  Take extra care with this as I have noticed a lot of people who ordered that product really used it every day.  Looks so nice in the kitchen.,5.0,Great and happy with tis product!,1382572800,"10 24, 2013"
A2SRT262WG2WH6,B000GGOIZ6,Dave,"[7, 10]","I picked this up for my refrigerator and freezer at work, which has to be maintained at a reasonable temperature.  I like this one because it can be hooked to the rack or just sat on top of it, and the dial is large and easy to read.  A real quality product.",5.0,Easy to read...,1177632000,"04 27, 2007"
A2B3DIT71R4LVM,B00BTIUYOO,C. Cucinotti,"[0, 0]","Ok.  I waited a while to review to make sure it works well. And it does.  I will say that egg whites did not work for me at all.  dripped out the sides but I don't really like egg whites and won't bother with them again.  EVER.  I have been making a traditional egg, english muffin sausage sandwich with cheese.  I have been using the Jimmy Dean precooked sausage patties and they are great.  I only use Thomas' English muffins.  So good.  I like the original.  I found cooking the sandwich for 3:30 minutes works best for me.  Also, I bought the wrapped &#34;cheese&#34; slices for this sandwich.  I found adding the cheese to the sandwich after is it done and out of the appliance works best.  Not sure if it just using the fake cheese but it melted all over the place and leaked out.  If I try it with real cheese, I will cut it into a circle that fits into the mold.  (to save on clean up) I make the sandwich right before I leave for work and wrap it in aluminum.  They get really hot so they stayed warm until I got to my desk.  Luckily there is not much of a commute for me :)  spray with Pam before each use cleans up easy.  I will keep using this all the time.  This nifty little appliance will not be collecting dust at my house.  Enjoy",5.0,Great little gadget,1403308800,"06 21, 2014"
AVZ1SYMD26S4R,B00005RKOB,Peggy Jentoft,"[74, 76]","These are well worth the money. the Pizza cutter and the plane grater are especially useful. The kitchen tools in this set are all great!  good grips indeed!  We got these because we have arthritis and  have trouble using some kitchen tools, These are easy to hold and use,good looking, and are  quite well built. They do what they are made to do well without requiring much effort.  We are going to buy more stuff from Oxo. My kids want sets of their  own for when they move out. It is  a little hard to fit all the gadgets back in the bucket as neatly as they arrived.Update: I've had these for a year now and they are all still in excellent condition and work superbly! the peeler is the bet we have ever had I had given up peeling potatos  but have no trouble now. The can opener is also excellent we all are very happy with these tools",5.0,top notch kitchen tools,1230422400,"12 28, 2008"
AF0BV6BWVEP57,B000KESQ1G,Yariela,"[0, 1]","Have not used it yet but can already say that I like it. My previous roller I have had for many many years so I was not surprised when the handles came apart, was time for a new one. Not disappointed with This one, looking forward to using it.",5.0,Rolling Pin,1381363200,"10 10, 2013"
A2I0VH8HY686EB,B0014IKQKG,LMB,"[1, 1]","Other than the design being a bit bulky, it's a nice toaster for the price. The first thing I did was toast a roll and with the setting bewteen 2 and 3, gave me a perfetly toasted roll.The slots are very large, but since I toast mostly rolls and bagels, that is a plus. I just hope that regular bread doesn't get lost in the abyss! :)It's different and I like the slanted design which allows me to see what's going on inside with ease. Let's hope it lasts as long as an old Toastmaster would. (I miss real toasters!)Editing this review to add:Now that I've had this toaster for a while, if I could give this toaster 10 stars, it certainly deserves it! I absolutely love this toaster. It makes PERFECT toasted bagels and rolls and is by far the best toaster I've owned for the price. Buy it! :)",5.0,"If a toaster could be ""fun"", this is it.",1377734400,"08 29, 2013"
A1571VZH8V7XSO,B0009Q2UGM,Bob Champoux,"[0, 0]","You would think it would be pretty easy to find a decent kitchen strainer...I wasn't looking for the ultimate or even a professional stainer, just something functional and that was going to last. I hate to admit it but the search took several hours of online searching, reading reviews, and visiting every place that sold them in my vicinity. It became something of a mission to find one that wasn't going to be a waste of money. After ruling out everything I saw in brick and mortar stores, I ordered several of them with decent reviews from Amazon. All were cheap and nasty with either poor materials, were going to rust in short order, or had cheap welds that weren't going to last long.This strainer is way better than any of the others. We've been using it for several months and have been real happy with it. It's solidly made and the mesh retains its shape. I'm back online right now to buy a larger one.As others have mentioned, the sizes of this (and all other strainers I looked at) are off. The dimensions of the 5&#34; strainer are in fact: 4-&#34; from outside rim to outside rim, 3-15/16&#34; across the inside. It has a 2&#34; depth.  The mesh has holes of about 1/32&#34; (.75mm).  I'll report back with the dimensions of the larger one.Bottom line, don't waste your money on others that aren't going to last, even when used only occasionally.",5.0,hard to find good quality,1390780800,"01 27, 2014"
AO4955RQHBQSS,B0037KMSQE,St. Vaughn,"[0, 0]","Seriously she does, so I do, so these must be pretty good.  You thought I would have something more to impart, right?  Nope, just my wife really likes these ones so they are the ones I order.  Your clothes stay where they should, are not damaged and the hangers allow for maximum space usage.",5.0,The wife keeps telling me to buy more,1368230400,"05 11, 2013"
AXHCPVJR80V3,B00004OCOU,omawalker,"[3, 3]",This skimmer is large enough to use in my deep fryer and fits well in most of my pots and pans.  I like this much better than the concentric circle design of other skimmers which don't work well with many foods.  This skimmer has wholes to let liquid go through without losing the food you are straining.,5.0,Perfect size!,1340150400,"06 20, 2012"
A1I57DBBYG9TGA,B003N645AO,Simran,"[0, 0]","I love this block, specially for the price. It has enough slots for the knives we own. Most of all, I love the freebies with the block. They are very nice quality. I am very happy with the purchase.",5.0,A Nice looking block for a reasonable price,1373932800,"07 16, 2013"
A159V76F8YYWEL,B005OSUIYG,Silver Flutist,"[0, 0]","This is a reasonably priced item to add to any kitchen. I started keeping on track of what I eat and how many calories I am consuming, and this little scale is perfect for doing just that. The numbers are very easy to read and it is small enough to keep in the corner of my cabinet when not in use. It doesn't weigh much either. I would not hesitate to buy this if you are looking for a good little scale!",5.0,perfect,1398384000,"04 25, 2014"
A3985U2LFOH2YG,B0001YH1A2,Badger,"[1, 1]",Until I bought this thing I was unaware how much a conventional bottle opener hurt to use.  I'm not particularly arthritic and I notice a huge difference.,5.0,Doesn't Hurt Your Hand in Use!,1342051200,"07 12, 2012"
A4SQX62FJLN2H,B007DK6SG0,California housewife,"[0, 0]","First made in the USA seems to really can a difference, especially on this product.  I have bought similar brand can openers we have used for years who changed to China made and they just rust out in less than a year.  I find it easy to use and will keep you updated on it's results.  So far so good.",5.0,Great can opener,1379635200,"09 20, 2013"
ACVCTO9RZOUTF,B003LXY2HA,"RunsWithPoodles ""Map Copier""","[0, 0]","I'm amazed. This thing really works! I use soy milk and it makes a really nice, thick froth. I would definitely encourage you to buy this item is you are looking for thick froth for your coffee. I like that one can choose between froth only, heat and froth and heat only. Great little product.Update: I froth Westsoy plain soy milk. Last week my SO bought another brand and it wouldn't froth. Westsoy has only two ingredients, filtered water and soy beans. The other brand had over ten ingredients.I also use this to heat and froth soy milk for hot cereal, to add to a bowl of creamy soup, etc.",5.0,Wow! Read this if you froth soy milk.,1357948800,"01 12, 2013"
A3PHEK78LJRZLW,B000VTOG78,mrsdmr,"[0, 0]","i gave these to my son because he knew how much I enjoyed cooking with the cast iron pans whenhe was a young boy.  Now he has his own lovely family and remembers how well they worked for me, so Igave him this set on his recent Birthday and he uses them a lot and thanks me all the time for giving him theopportunity to cook with these somewhat old fashioned pans.  Thanks again Amazon!",5.0,Great!,1382400000,"10 22, 2013"
A1XCHK1PDZO03F,B00CK0KF94,Maggy,"[0, 0]","This ceramic peeler reminded me of a tea set my grandma used to have with the little rose, so I bought it. And what a great discovery this has been. They don't make them like this anymore. The ceramic blade is really sharp and I prefer this kind of blade to the metal cheap ones that get stained. Plus it helps you peel faster because of the strong blade. Hard to find this kind of quality and for the price it's great.",5.0,Perfect Peeler from Bon Elite,1374105600,"07 18, 2013"
AEMFW36PS6ON5,B000KFUHZ8,"Puma ""ritar""","[0, 0]","Since I store Christmas goblets in this, it is the perfect color for my holiday storage.  Very easy to assemble and sturdy.",5.0,Great product,1359676800,"02 1, 2013"
A2S964RUFXWWV3,B000BKXE02,"S. J. MCCONWAY ""Jordan""","[0, 0]","This griddle heats up quickly and evenly. Huge space that cooks a lot of food. The back legs have swing-up feet that tilt the griddle forward. Grease flows right into the drip tray when you are frying bacon, etc. I poured a half a cup of water across the cooktop and the water went right into the cup. The feet fold up so the griddle is level for pancakes, etc. The drip cup is easily accessible. It's a simple detail, but the drip cup has a slight catch to it. When it is being pulled out, it won't fly out. But neither do you need to jar it loose. So you don't splash hot grease.I'm not a big fan of the splash guard. It works fine. The sharp edges I don't like. But it's removeable.Major plus is the whole griddle is immersible. Easy to clean!",5.0,Large cooking surface and dependable heating,1396310400,"04 1, 2014"
